time,temperature_2m,relative_humidity_2m,vapour_pressure_deficit_kpa,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,shortwave_radiation,et0_fao_evapotranspiration_mm,precipitation_mm
2016-06-09T12:00:00,19.2,64,0.8009860026016198,20.6,0.315,550.0,0.36,0.1
2016-06-09T13:00:00,19.8,62,0.8776055348064976,21.4,0.313,528.0,0.36,0.0
2016-06-09T14:00:00,20.1,62,0.8940621490162418,22.1,0.313,635.0,0.42,0.0
2016-06-09T15:00:00,19.4,66,0.7659625407137833,21.5,0.312,429.0,0.29,0.0
2016-06-09T16:00:00,18.5,72,0.596337644919005,20.8,0.311,254.0,0.18,0.0
2016-06-09T17:00:00,18.0,75,0.5159973006651213,20.4,0.311,312.0,0.19,0.0
2016-06-09T18:00:00,17.2,78,0.4317336446673512,19.3,0.311,112.0,0.08,0.0
2016-06-09T19:00:00,16.2,84,0.29466322086684693,18.2,0.311,12.0,0.01,0.0
2016-06-09T20:00:00,15.7,87,0.23188565806167757,17.5,0.311,0.0,0.0,0.0
2016-06-09T21:00:00,15.3,86,0.24339894536457884,16.9,0.311,0.0,0.0,0.0
2016-06-09T22:00:00,15.4,78,0.38494759751601626,16.7,0.312,0.0,0.0,0.0
2016-06-09T23:00:00,15.1,74,0.44625266600250435,16.4,0.312,0.0,0.0,0.0
2016-06-10T00:00:00,14.6,74,0.43209981900628364,16.1,0.312,0.0,0.01,0.0
2016-06-10T01:00:00,14.0,77,0.3676791176678171,15.7,0.312,0.0,0.0,0.0
2016-06-10T02:00:00,13.0,85,0.2246656354135464,15.2,0.312,0.0,0.0,0.0
2016-06-10T03:00:00,12.5,91,0.1304533012345606,14.9,0.312,0.0,0.0,0.0
2016-06-10T04:00:00,12.0,96,0.0561025549218783,14.6,0.312,0.0,0.0,0.0
2016-06-10T05:00:00,11.8,98,0.027683475663685873,14.4,0.313,0.0,0.0,0.0
2016-06-10T06:00:00,11.9,98,0.027866843557296874,14.3,0.313,0.0,0.0,0.0
2016-06-10T07:00:00,11.9,98,0.027866843557296874,14.3,0.313,7.0,0.0,0.0
2016-06-10T08:00:00,12.9,91,0.1339201368957757,14.9,0.313,78.0,0.05,0.0
2016-06-10T09:00:00,14.6,81,0.31576525235074565,16.3,0.313,288.0,0.16,0.0
2016-06-10T10:00:00,16.4,73,0.5036218504354619,17.8,0.313,418.0,0.25,0.0
2016-06-10T11:00:00,17.5,69,0.6199959622189848,19.0,0.312,497.0,0.31,0.0
2016-06-10T12:00:00,19.0,64,0.7910615965987893,20.7,0.31,721.0,0.46,0.0
2016-06-10T13:00:00,20.3,59,0.9766443282839472,21.9,0.308,709.0,0.47,0.0
2016-06-10T14:00:00,20.3,61,0.9290031415383887,22.1,0.307,522.0,0.36,0.0
2016-06-10T15:00:00,20.4,62,0.9107879559692441,22.3,0.306,631.0,0.41,0.0
2016-06-10T16:00:00,19.3,68,0.7164345998961158,21.3,0.305,316.0,0.22,0.0
2016-06-10T17:00:00,18.7,71,0.6254145742219421,20.6,0.305,268.0,0.18,0.0
2016-06-10T18:00:00,17.9,75,0.5127618047528595,19.6,0.304,135.0,0.09,0.0
2016-06-10T19:00:00,16.7,81,0.3612271086860478,18.3,0.305,13.0,0.01,0.0
2016-06-10T20:00:00,15.9,85,0.27100576935491294,17.4,0.305,0.0,0.0,0.0
2016-06-10T21:00:00,15.1,89,0.18879920484721335,16.7,0.305,0.0,0.0,0.0
2016-06-10T22:00:00,14.3,91,0.1466994546765245,16.0,0.305,0.0,0.0,0.0
2016-06-10T23:00:00,14.0,90,0.15986048594252913,15.7,0.305,0.0,0.0,0.0
2016-06-11T00:00:00,13.7,88,0.18812968430482696,15.6,0.306,0.0,0.0,0.0
2016-06-11T01:00:00,13.4,89,0.16911551726959415,15.5,0.306,0.0,0.0,0.0
2016-06-11T02:00:00,12.9,93,0.10416010647449217,15.3,0.307,0.0,0.0,0.0
2016-06-11T03:00:00,12.7,95,0.07343152209682448,15.1,0.307,0.0,0.0,0.0
2016-06-11T04:00:00,12.4,96,0.05759955798787152,14.9,0.307,0.0,0.0,0.1
2016-06-11T05:00:00,12.3,96,0.05722205617648837,14.8,0.308,0.0,0.0,0.0
2016-06-11T06:00:00,12.3,96,0.05722205617648837,14.6,0.308,0.0,0.0,0.0
2016-06-11T07:00:00,12.5,95,0.07247405624142263,14.6,0.308,5.0,0.01,0.0
2016-06-11T08:00:00,13.4,90,0.15374137933599466,15.1,0.309,71.0,0.04,0.0
2016-06-11T09:00:00,15.3,81,0.3303271401376426,16.6,0.308,219.0,0.13,0.0
2016-06-11T10:00:00,16.9,75,0.4813709006165067,18.2,0.308,389.0,0.24,0.1
2016-06-11T11:00:00,18.0,72,0.5779169767449359,19.6,0.308,543.0,0.33,0.2
2016-06-11T12:00:00,19.0,69,0.6811919304045131,20.8,0.308,571.0,0.36,0.2
2016-06-11T13:00:00,18.1,74,0.5400206808701212,20.4,0.308,337.0,0.23,0.1
2016-06-11T14:00:00,17.4,79,0.4173534096694484,19.9,0.308,277.0,0.19,0.2
2016-06-11T15:00:00,17.5,79,0.41999726472898957,20.1,0.308,365.0,0.23,0.0
2016-06-11T16:00:00,17.4,79,0.4173534096694484,19.8,0.309,262.0,0.17,0.0
2016-06-11T17:00:00,17.0,81,0.3681685768553844,19.1,0.309,150.0,0.11,0.0
2016-06-11T18:00:00,16.5,83,0.3191198917964117,18.5,0.309,99.0,0.07,0.0
2016-06-11T19:00:00,15.9,86,0.2529387180645854,17.7,0.309,6.0,0.02,0.1
2016-06-11T20:00:00,15.5,88,0.21132274777441115,17.1,0.309,0.0,0.0,0.1
2016-06-11T21:00:00,15.1,90,0.17163564077019394,16.7,0.31,0.0,0.0,0.0
2016-06-11T22:00:00,14.7,94,0.10036118443090891,16.3,0.31,0.0,0.0,0.2
2016-06-11T23:00:00,14.4,95,0.08202882196242212,16.1,0.312,0.0,0.0,0.3
2016-06-12T00:00:00,14.1,95,0.08045042195876984,15.9,0.312,0.0,0.0,0.2
2016-06-12T01:00:00,13.5,96,0.061898689711178366,15.6,0.313,0.0,0.0,0.2
2016-06-12T02:00:00,13.3,96,0.061096708516106706,15.4,0.314,0.0,0.0,0.0
2016-06-12T03:00:00,13.2,95,0.07587393613028404,15.2,0.314,0.0,0.0,0.0
2016-06-12T04:00:00,13.3,94,0.09164506277416005,15.0,0.314,0.0,0.0,0.0
2016-06-12T05:00:00,12.8,94,0.08869728751459695,14.5,0.314,0.0,0.0,0.0
2016-06-12T06:00:00,12.0,94,0.08415383238281746,13.8,0.314,0.0,0.0,0.0
2016-06-12T07:00:00,11.9,92,0.11146737422918734,13.4,0.315,11.0,0.0,0.0
2016-06-12T08:00:00,14.6,88,0.1994306856952078,14.9,0.315,150.0,0.07,0.0
2016-06-12T09:00:00,18.0,66,0.7017563289045649,18.4,0.315,336.0,0.2,0.0
2016-06-12T10:00:00,19.3,61,0.8731546686233912,19.4,0.314,501.0,0.32,0.0
2016-06-12T11:00:00,20.9,56,1.0875788196339626,21.3,0.313,739.0,0.48,0.0
2016-06-12T12:00:00,21.8,55,1.1753423577826512,22.7,0.311,791.0,0.53,0.0
2016-06-12T13:00:00,22.0,55,1.1897690364947588,23.5,0.309,826.0,0.55,0.2
2016-06-12T14:00:00,22.0,55,1.1897690364947588,23.8,0.309,746.0,0.51,0.3
2016-06-12T15:00:00,21.3,60,1.0132819924975285,23.3,0.308,562.0,0.38,0.3
2016-06-12T16:00:00,20.7,65,0.8545403550229355,22.7,0.31,479.0,0.32,0.6
2016-06-12T17:00:00,19.3,72,0.6268802749091015,21.5,0.31,243.0,0.17,0.1
2016-06-12T18:00:00,18.3,77,0.48374636951427114,20.3,0.31,134.0,0.09,0.0
2016-06-12T19:00:00,17.0,84,0.3100366962992712,18.9,0.311,10.0,0.02,0.3
2016-06-12T20:00:00,16.3,87,0.24094494439674607,18.2,0.312,0.0,0.0,0.3
2016-06-12T21:00:00,15.9,90,0.1806705129032752,17.7,0.313,0.0,0.0,0.0
2016-06-12T22:00:00,15.7,91,0.16053622481193056,17.3,0.314,0.0,0.0,0.0
2016-06-12T23:00:00,15.1,93,0.1201449485391357,16.8,0.314,0.0,0.0,0.0
2016-06-13T00:00:00,15.0,90,0.17053462321157717,16.7,0.314,0.0,0.0,0.0
2016-06-13T01:00:00,14.4,90,0.16405764392484404,16.3,0.314,0.0,0.0,0.0
2016-06-13T02:00:00,14.0,91,0.1438744373482762,16.1,0.314,0.0,0.0,0.0
2016-06-13T03:00:00,13.8,91,0.14201771483898387,15.9,0.314,0.0,0.0,0.0
2016-06-13T04:00:00,13.7,91,0.14109726322862018,15.7,0.315,0.0,0.0,0.0
2016-06-13T05:00:00,13.3,92,0.12219341703221324,15.3,0.315,0.0,0.0,0.0
2016-06-13T06:00:00,13.0,94,0.08986625416541862,15.0,0.315,0.0,0.0,0.0
2016-06-13T07:00:00,12.2,95,0.07105841104917884,14.5,0.315,8.0,0.0,0.0
2016-06-13T08:00:00,14.3,87,0.21189921231053546,15.6,0.316,103.0,0.06,0.0
2016-06-13T09:00:00,16.2,78,0.4051619286919144,17.2,0.315,301.0,0.17,0.0
2016-06-13T10:00:00,18.1,70,0.6231007856193707,18.9,0.315,476.0,0.29,0.0
2016-06-13T11:00:00,19.3,65,0.7836003436363767,20.4,0.313,584.0,0.37,0.0
2016-06-13T12:00:00,20.5,61,0.9405400993796685,21.9,0.312,706.0,0.46,0.0
2016-06-13T13:00:00,21.1,57,1.0759987848602768,22.9,0.31,742.0,0.49,0.0
2016-06-13T14:00:00,21.7,54,1.1941461973413363,23.7,0.308,781.0,0.52,0.0
2016-06-13T15:00:00,21.5,55,1.1539888742949584,23.5,0.307,588.0,0.4,0.0
2016-06-13T16:00:00,20.4,61,0.9347560600736979,22.6,0.306,386.0,0.27,0.0
2016-06-13T17:00:00,19.6,67,0.7527319050842094,21.9,0.305,362.0,0.23,0.0
2016-06-13T18:00:00,18.3,73,0.5678761729080575,20.6,0.304,160.0,0.1,0.0
2016-06-13T19:00:00,17.0,80,0.3875458703740889,19.1,0.304,14.0,0.01,0.0
2016-06-13T20:00:00,16.2,85,0.27624676956266897,18.2,0.305,0.0,0.0,0.0
2016-06-13T21:00:00,15.6,88,0.21268169660090588,17.5,0.305,0.0,0.0,0.0
2016-06-13T22:00:00,14.7,93,0.11708804850272687,16.7,0.305,0.0,0.0,0.0
2016-06-13T23:00:00,13.9,96,0.06353041378480602,16.1,0.305,0.0,0.0,0.0
2016-06-14T00:00:00,14.0,95,0.07993024297126466,15.9,0.305,0.0,0.0,0.0
2016-06-14T01:00:00,14.1,93,0.1126305907422776,15.9,0.305,0.0,0.0,0.0
2016-06-14T02:00:00,14.1,91,0.14481075952578554,15.7,0.305,0.0,0.0,0.0
2016-06-14T03:00:00,13.6,92,0.12460626728490434,15.4,0.305,0.0,0.0,0.0
2016-06-14T04:00:00,13.3,92,0.12219341703221324,15.0,0.306,0.0,0.0,0.0
2016-06-14T05:00:00,12.7,93,0.1028041309355541,14.6,0.306,0.0,0.0,0.0
2016-06-14T06:00:00,12.3,94,0.08583308426473256,14.3,0.306,0.0,0.0,0.0
2016-06-14T07:00:00,11.7,95,0.06875292131519647,14.0,0.306,11.0,0.0,0.0
2016-06-14T08:00:00,14.4,86,0.22968070149478173,15.3,0.306,152.0,0.07,0.0
2016-06-14T09:00:00,17.9,69,0.6358246378935458,17.8,0.306,407.0,0.24,0.0
2016-06-14T10:00:00,19.6,60,0.9124023091929813,20.2,0.305,622.0,0.39,0.0
2016-06-14T11:00:00,21.1,54,1.151068467524947,22.0,0.303,795.0,0.52,0.0
2016-06-14T12:00:00,22.0,51,1.295526284183182,23.4,0.301,890.0,0.59,0.0
2016-06-14T13:00:00,22.4,49,1.38163202666022,24.2,0.299,881.0,0.59,0.0
2016-06-14T14:00:00,21.8,52,1.2536985149681614,23.8,0.298,697.0,0.48,0.0
2016-06-14T15:00:00,20.5,61,0.9405400993796685,22.7,0.299,423.0,0.3,0.0
2016-06-14T16:00:00,19.8,64,0.8314157698166819,22.2,0.3,447.0,0.3,0.0
2016-06-14T17:00:00,19.2,67,0.7342371690514847,21.2,0.301,249.0,0.18,0.0
2016-06-14T18:00:00,18.5,70,0.6389331909846483,20.1,0.301,121.0,0.09,0.0
2016-06-14T19:00:00,17.4,77,0.45710135344749114,19.0,0.301,10.0,0.02,0.0
2016-06-14T20:00:00,16.6,82,0.3400473829754751,18.1,0.301,0.0,0.0,0.0
2016-06-14T21:00:00,15.9,83,0.307139871935568,17.4,0.301,0.0,0.0,0.0
2016-06-14T22:00:00,15.3,85,0.2607845843191916,16.9,0.301,0.0,0.0,0.0
2016-06-14T23:00:00,14.1,87,0.2091710970928014,16.0,0.301,0.0,0.0,0.0
2016-06-15T00:00:00,13.0,89,0.1647547993032673,15.3,0.301,0.0,0.0,0.0
2016-06-15T01:00:00,12.2,90,0.14211682209835752,14.7,0.301,0.0,0.0,0.0
2016-06-15T02:00:00,11.6,91,0.12293962610140312,14.0,0.301,0.0,0.0,0.0
2016-06-15T03:00:00,10.9,91,0.11736123773318714,13.5,0.302,0.0,0.0,0.0
2016-06-15T04:00:00,10.4,92,0.1009014074427373,13.1,0.302,0.0,0.0,0.0
2016-06-15T05:00:00,10.1,92,0.09889724179454716,12.6,0.302,0.0,0.0,0.0
2016-06-15T06:00:00,10.4,90,0.12612675930342168,12.1,0.302,0.0,0.0,0.0
2016-06-15T07:00:00,10.3,89,0.13781545398446837,11.8,0.302,12.0,0.0,0.0
2016-06-15T08:00:00,12.8,87,0.19217745628162655,13.7,0.302,165.0,0.07,0.0
2016-06-15T09:00:00,15.9,72,0.5058774361291708,17.3,0.302,400.0,0.22,0.0
2016-06-15T10:00:00,16.5,71,0.5443809918879964,18.2,0.302,495.0,0.29,0.0
2016-06-15T11:00:00,17.2,68,0.6279762104252381,18.9,0.301,512.0,0.32,0.0
2016-06-15T12:00:00,18.1,65,0.7269509165559324,19.6,0.299,523.0,0.34,0.0
2016-06-15T13:00:00,18.6,63,0.7929665783536366,20.1,0.298,504.0,0.33,0.0
2016-06-15T14:00:00,19.1,62,0.8402330609222769,20.6,0.297,507.0,0.34,0.0
2016-06-15T15:00:00,18.6,65,0.7501035200642507,20.5,0.296,424.0,0.28,0.0
2016-06-15T16:00:00,18.3,66,0.7151033288471834,20.5,0.296,440.0,0.28,0.0
2016-06-15T17:00:00,17.7,70,0.6076128659249562,19.8,0.295,259.0,0.17,0.0
2016-06-15T18:00:00,16.9,73,0.5198805726658273,18.8,0.295,131.0,0.09,0.0
2016-06-15T19:00:00,15.9,79,0.37940807709687796,17.7,0.295,10.0,0.02,0.0
2016-06-15T20:00:00,15.6,79,0.3721929690515853,17.0,0.295,0.0,0.0,0.0
2016-06-15T21:00:00,14.8,81,0.31986719032628697,16.3,0.296,0.0,0.0,0.0
2016-06-15T22:00:00,14.2,81,0.30769956038082075,15.3,0.296,0.0,0.0,0.0
2016-06-15T23:00:00,12.9,84,0.238080243370268,14.3,0.296,0.0,0.0,0.0
2016-06-16T00:00:00,11.8,86,0.19378432964580095,13.7,0.296,0.0,0.0,0.0
2016-06-16T01:00:00,11.7,85,0.20625876394558929,13.4,0.296,0.0,0.0,0.0
2016-06-16T02:00:00,11.1,88,0.15857585991721565,13.1,0.296,0.0,0.0,0.0
2016-06-16T03:00:00,10.7,90,0.1286764888163844,12.8,0.296,0.0,0.0,0.0
2016-06-16T04:00:00,10.9,92,0.10432110020727745,12.6,0.297,0.0,0.0,0.0
2016-06-16T05:00:00,11.1,92,0.10571723994481039,12.3,0.297,0.0,0.0,0.0
2016-06-16T06:00:00,11.1,92,0.10571723994481039,12.1,0.297,0.0,0.0,0.0
2016-06-16T07:00:00,11.6,91,0.12293962610140312,12.1,0.297,9.0,0.0,0.0
2016-06-16T08:00:00,13.8,87,0.20513669921186567,13.9,0.297,135.0,0.06,0.0
2016-06-16T09:00:00,16.3,74,0.48188988879349215,16.9,0.297,343.0,0.2,0.0
2016-06-16T10:00:00,18.3,68,0.6730384271502903,18.5,0.296,521.0,0.32,0.0
2016-06-16T11:00:00,18.7,67,0.7116786534249684,19.8,0.296,574.0,0.36,0.0
2016-06-16T12:00:00,19.3,65,0.7836003436363767,20.7,0.297,684.0,0.44,0.2
2016-06-16T13:00:00,19.3,66,0.7612117623896231,21.1,0.298,637.0,0.42,0.1
2016-06-16T14:00:00,19.9,67,0.7668691020609935,21.7,0.297,646.0,0.43,0.0
2016-06-16T15:00:00,19.8,69,0.7159413573421429,21.8,0.296,565.0,0.37,0.0
2016-06-16T16:00:00,18.8,75,0.5425312103784073,21.2,0.331,434.0,0.27,1.3
2016-06-16T17:00:00,17.8,76,0.48916232043988345,19.9,0.352,310.0,0.19,0.8
2016-06-16T18:00:00,16.7,83,0.3232032025085692,18.7,0.353,119.0,0.07,0.1
2016-06-16T19:00:00,15.7,87,0.23188565806167757,17.6,0.354,10.0,0.01,0.0
2016-06-16T20:00:00,15.4,88,0.20997141682691797,17.0,0.354,0.0,0.0,0.0
2016-06-16T21:00:00,14.8,91,0.15151603752297801,16.4,0.356,0.0,0.0,0.0
2016-06-16T22:00:00,14.8,94,0.10101069168198547,16.2,0.382,0.0,0.0,0.8
2016-06-16T23:00:00,14.7,95,0.08363432035909076,16.1,0.407,0.0,0.0,0.8
2016-06-17T00:00:00,14.4,95,0.08202882196242212,15.9,0.428,0.0,0.0,0.8
2016-06-17T01:00:00,14.2,95,0.0809735685212687,15.7,0.434,0.0,0.0,0.5
2016-06-17T02:00:00,13.7,96,0.06270989476827571,15.4,0.43,0.0,0.0,0.0
2016-06-17T03:00:00,13.4,96,0.061496551734397935,15.1,0.426,0.0,0.0,0.0
2016-06-17T04:00:00,13.3,95,0.07637088564513338,15.0,0.423,0.0,0.0,0.0
2016-06-17T05:00:00,12.9,95,0.07440007605320881,14.7,0.42,0.0,0.0,0.0
2016-06-17T06:00:00,12.4,96,0.05759955798787152,14.4,0.417,0.0,0.0,0.0
2016-06-17T07:00:00,12.4,96,0.05759955798787152,14.2,0.415,8.0,0.0,0.0
2016-06-17T08:00:00,13.9,93,0.11117822412341036,15.6,0.413,113.0,0.06,0.0
2016-06-17T09:00:00,15.9,86,0.2529387180645854,16.9,0.411,318.0,0.18,0.0
2016-06-17T10:00:00,17.4,78,0.4372273815584698,18.0,0.409,433.0,0.27,0.0
2016-06-17T11:00:00,18.4,73,0.5714481977194358,19.7,0.408,667.0,0.42,0.2
2016-06-17T12:00:00,19.0,72,0.6152701306879473,20.3,0.406,556.0,0.36,0.2
2016-06-17T13:00:00,19.8,72,0.6466567098574193,21.3,0.403,630.0,0.41,0.2
2016-06-17T14:00:00,19.8,73,0.6235618273625115,21.6,0.423,567.0,0.37,0.6
2016-06-17T15:00:00,18.1,76,0.49848062849549646,20.7,0.475,417.0,0.27,3.0
2016-06-17T16:00:00,17.6,78,0.44278223937801436,19.8,0.407,298.0,0.19,1.9
2016-06-17T17:00:00,17.1,83,0.3315073547199093,18.9,0.404,163.0,0.11,0.7
2016-06-17T18:00:00,16.7,85,0.28517929633109046,18.2,0.404,88.0,0.06,0.2
2016-06-17T19:00:00,15.7,88,0.2140482997492408,17.4,0.407,9.0,0.01,0.2
2016-06-17T20:00:00,15.2,92,0.1381943089973493,16.8,0.406,0.0,0.0,0.0
2016-06-17T21:00:00,14.8,93,0.1178458069623162,16.4,0.405,0.0,0.0,0.0
2016-06-17T22:00:00,14.7,93,0.11708804850272687,16.1,0.406,0.0,0.0,0.4
2016-06-17T23:00:00,13.7,94,0.09406484215241358,15.5,0.406,0.0,0.0,0.2
2016-06-18T00:00:00,13.8,95,0.07889873046610224,15.5,0.406,0.0,0.0,0.4
2016-06-18T01:00:00,13.9,94,0.09529562067720904,15.5,0.406,0.0,0.0,0.3
2016-06-18T02:00:00,13.6,95,0.07787891705306532,15.3,0.407,0.0,0.0,0.1
2016-06-18T03:00:00,13.4,94,0.0922448276015969,15.1,0.409,0.0,0.0,0.1
2016-06-18T04:00:00,13.1,94,0.0904557926857261,14.9,0.409,0.0,0.0,0.0
2016-06-18T05:00:00,13.1,93,0.10553175813334695,14.8,0.409,0.0,0.0,0.0
2016-06-18T06:00:00,12.9,95,0.07440007605320881,14.7,0.409,0.0,0.0,0.1
2016-06-18T07:00:00,12.8,96,0.059131525009731296,14.6,0.408,5.0,0.01,0.0
2016-06-18T08:00:00,13.5,90,0.15474672427794575,15.0,0.408,106.0,0.05,0.0
2016-06-18T09:00:00,15.0,83,0.28990885945968137,15.9,0.407,276.0,0.15,0.0
2016-06-18T10:00:00,15.4,82,0.31495712524037706,16.6,0.406,334.0,0.19,0.0
2016-06-18T11:00:00,16.1,78,0.4025853137738284,17.4,0.405,396.0,0.24,0.0
2016-06-18T12:00:00,17.1,74,0.5070112483951552,18.6,0.403,597.0,0.35,0.0
2016-06-18T13:00:00,17.2,73,0.5298549275462948,18.8,0.402,438.0,0.27,0.0
2016-06-18T14:00:00,17.4,73,0.5365972410035766,19.0,0.4,400.0,0.25,0.0
2016-06-18T15:00:00,17.0,75,0.4844323379676112,18.8,0.399,343.0,0.22,0.0
2016-06-18T16:00:00,16.5,78,0.4129786835012385,18.4,0.399,292.0,0.18,0.0
2016-06-18T17:00:00,16.0,81,0.3454744692922545,17.9,0.398,179.0,0.12,0.0
2016-06-18T18:00:00,15.4,84,0.27996188910255737,17.2,0.398,90.0,0.06,0.0
2016-06-18T19:00:00,14.6,88,0.1994306856952078,16.4,0.397,11.0,0.01,0.0
2016-06-18T20:00:00,14.1,91,0.14481075952578554,15.8,0.397,0.0,0.0,0.0
2016-06-18T21:00:00,13.9,91,0.14294343101581336,15.4,0.397,0.0,0.0,0.0
2016-06-18T22:00:00,13.7,90,0.1567747369206891,15.1,0.396,0.0,0.0,0.0
2016-06-18T23:00:00,13.3,92,0.12219341703221324,14.8,0.396,0.0,0.0,0.0
2016-06-19T00:00:00,13.2,92,0.12139829780845429,14.6,0.396,0.0,0.0,0.0
2016-06-19T01:00:00,13.0,92,0.11982167222055799,14.4,0.395,0.0,0.0,0.0
2016-06-19T02:00:00,12.9,93,0.10416010647449217,14.3,0.395,0.0,0.0,0.0
2016-06-19T03:00:00,12.6,94,0.08754169193193027,14.1,0.395,0.0,0.0,0.0
2016-06-19T04:00:00,12.4,95,0.0719994474848394,14.0,0.394,0.0,0.0,0.0
2016-06-19T05:00:00,12.2,96,0.05684672883934307,13.9,0.394,0.0,0.0,0.0
2016-06-19T06:00:00,12.2,95,0.07105841104917884,13.7,0.394,0.0,0.0,0.0
2016-06-19T07:00:00,12.2,95,0.07105841104917884,13.6,0.394,7.0,0.0,0.0
2016-06-19T08:00:00,13.8,88,0.1893569531186452,14.7,0.393,100.0,0.05,0.0
2016-06-19T09:00:00,15.0,84,0.2728553971385236,15.9,0.393,252.0,0.14,0.0
2016-06-19T10:00:00,16.3,78,0.40775298282526257,17.0,0.392,309.0,0.19,0.0
2016-06-19T11:00:00,17.8,71,0.5910711371981926,18.3,0.391,509.0,0.31,0.2
2016-06-19T12:00:00,18.3,70,0.6309735254533972,19.0,0.39,551.0,0.34,0.2
2016-06-19T13:00:00,18.5,70,0.6389331909846483,19.8,0.389,651.0,0.4,0.2
2016-06-19T14:00:00,18.3,72,0.5889086237565041,20.0,0.388,593.0,0.36,0.0
2016-06-19T15:00:00,18.2,75,0.5225219502719923,20.0,0.389,521.0,0.32,0.2
2016-06-19T16:00:00,17.1,80,0.3900086526116578,19.3,0.392,361.0,0.22,0.5
2016-06-19T17:00:00,16.8,80,0.3826611389018243,18.6,0.393,288.0,0.17,0.6
2016-06-19T18:00:00,15.9,86,0.2529387180645854,17.8,0.393,108.0,0.07,0.2
2016-06-19T19:00:00,14.8,92,0.1346809222426471,16.8,0.393,11.0,0.01,0.0
2016-06-19T20:00:00,14.1,96,0.06436033756701587,16.0,0.392,0.0,0.0,0.0
2016-06-19T21:00:00,13.8,97,0.04733923827966135,15.6,0.392,0.0,0.0,0.0
2016-06-19T22:00:00,13.7,92,0.12541978953655125,15.1,0.392,0.0,0.0,0.0
2016-06-19T23:00:00,13.4,92,0.1229931034687957,14.8,0.392,0.0,0.0,0.0
2016-06-20T00:00:00,13.6,90,0.15575783410613048,14.8,0.391,0.0,0.0,0.0
2016-06-20T01:00:00,13.5,89,0.17022139670574032,14.7,0.391,0.0,0.0,0.0
2016-06-20T02:00:00,13.2,91,0.1365730850345111,14.5,0.391,0.0,0.0,0.0
2016-06-20T03:00:00,12.8,94,0.08869728751459695,14.3,0.391,0.0,0.0,0.0
2016-06-20T04:00:00,12.3,97,0.04291654213236628,14.1,0.391,0.0,0.0,0.0
2016-06-20T05:00:00,12.6,96,0.05836112795462018,14.1,0.39,0.0,0.0,0.0
2016-06-20T06:00:00,12.8,94,0.08869728751459695,14.2,0.39,0.0,0.0,0.0
2016-06-20T07:00:00,12.9,95,0.07440007605320881,14.2,0.39,5.0,0.01,0.0
2016-06-20T08:00:00,13.6,91,0.14018205069551742,14.8,0.39,77.0,0.05,0.0
2016-06-20T09:00:00,15.1,84,0.2746170252323104,16.0,0.39,269.0,0.15,0.0
2016-06-20T10:00:00,16.1,81,0.34768731644103357,17.0,0.39,322.0,0.19,0.4
2016-06-20T11:00:00,16.9,80,0.3850967204932053,17.9,0.39,451.0,0.27,0.3
2016-06-20T12:00:00,17.7,77,0.4658365305424664,19.2,0.393,607.0,0.37,1.0
2016-06-20T13:00:00,18.2,81,0.39711668220671403,19.4,0.394,500.0,0.31,0.8
2016-06-20T14:00:00,18.0,85,0.30959838039907284,19.5,0.415,440.0,0.28,0.8
2016-06-20T15:00:00,17.5,87,0.2599983067369936,19.2,0.431,386.0,0.24,0.9
2016-06-20T16:00:00,17.4,85,0.29810957833532037,19.1,0.44,370.0,0.22,0.9
2016-06-20T17:00:00,16.5,83,0.3191198917964117,18.4,0.442,239.0,0.15,0.3
2016-06-20T18:00:00,16.1,87,0.2378913217754441,17.5,0.439,96.0,0.06,0.1
2016-06-20T19:00:00,15.1,93,0.1201449485391357,16.7,0.436,12.0,0.01,0.0
2016-06-20T20:00:00,14.5,96,0.06604876622178713,16.1,0.434,0.0,0.0,0.0
2016-06-20T21:00:00,14.3,96,0.06519975763401097,15.9,0.432,0.0,0.0,0.0
2016-06-20T22:00:00,14.4,95,0.08202882196242212,15.7,0.43,0.0,0.0,0.0
2016-06-20T23:00:00,14.2,96,0.06477885481701497,15.6,0.429,0.0,0.0,0.0
2016-06-21T00:00:00,13.4,97,0.04612241380079845,15.1,0.427,0.0,0.0,0.0
2016-06-21T01:00:00,13.6,97,0.046727350231839195,15.1,0.426,0.0,0.0,0.0
2016-06-21T02:00:00,13.4,98,0.030748275867198967,15.0,0.424,0.0,0.0,0.0
2016-06-21T03:00:00,13.3,98,0.030548354258053353,14.8,0.423,0.0,0.0,0.0
2016-06-21T04:00:00,13.7,97,0.04703242107620679,14.8,0.422,0.0,0.0,0.0
2016-06-21T05:00:00,13.7,96,0.06270989476827571,14.7,0.421,0.0,0.0,0.0
2016-06-21T06:00:00,13.6,96,0.06230313364245226,14.6,0.421,0.0,0.0,0.0
2016-06-21T07:00:00,13.3,96,0.061096708516106706,14.5,0.421,4.0,0.01,0.0
2016-06-21T08:00:00,14.7,92,0.13381491257454503,15.4,0.427,75.0,0.05,0.2
2016-06-21T09:00:00,15.3,90,0.17385638954612767,16.1,0.434,171.0,0.1,0.2
2016-06-21T10:00:00,16.2,94,0.11049870782506768,16.7,0.433,225.0,0.14,0.3
2016-06-21T11:00:00,17.5,94,0.11999921849399714,17.8,0.437,331.0,0.2,1.4
2016-06-21T12:00:00,17.5,90,0.19999869748999502,18.3,0.448,384.0,0.23,0.8
