time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,soil_moisture_0_to_7cm
2023-02-02,26.8,11.3,0.0,5.57,26.76,0.14225
2023-02-03,27.1,9.5,0.0,5.97,27.58,0.13508333333333333
2023-02-04,28.1,10.2,0.0,5.93,26.28,0.12962500000000002
2023-02-05,27.2,8.8,0.0,5.54,25.62,0.127
2023-02-06,27.0,10.2,0.0,6.34,28.58,0.12366666666666666
2023-02-07,27.4,9.8,0.0,5.53,26.72,0.12125000000000001
2023-02-08,27.0,10.4,0.0,5.51,26.75,0.11991666666666667
2023-02-09,26.5,10.2,0.3,4.96,24.01,0.12020833333333332
2023-02-10,27.3,11.3,0.0,5.98,27.39,0.11954166666666666
2023-02-11,27.0,10.8,0.0,5.49,25.39,0.118
2023-02-12,26.9,11.8,0.0,6.06,27.42,0.11712499999999999
2023-02-13,26.3,10.8,0.0,6.12,28.79,0.11591666666666667
2023-02-14,26.2,10.8,0.0,6.05,28.45,0.11470833333333334
2023-02-15,26.4,11.7,0.0,5.74,26.94,0.11420833333333334
2023-02-16,26.5,11.7,0.6,5.26,24.55,0.114375
2023-02-17,27.4,11.5,0.1,5.08,24.35,0.11516666666666668
2023-02-18,26.0,10.7,0.1,4.85,23.09,0.11483333333333334
2023-02-19,23.9,10.9,0.7,4.85,23.99,0.11716666666666666
2023-02-20,26.4,11.9,0.0,5.87,26.6,0.117625
2023-02-21,26.5,11.0,0.0,5.94,26.67,0.11512499999999999
2023-02-22,27.0,12.0,0.0,6.01,27.0,0.11358333333333333
2023-02-23,27.2,11.3,0.0,5.61,24.67,0.113
2023-02-24,27.5,10.9,0.0,6.1,27.97,0.113
2023-02-25,25.5,13.5,0.0,5.48,24.66,0.11262500000000002
2023-02-26,26.1,13.6,0.3,5.48,25.61,0.11412499999999999
2023-02-27,24.5,14.6,2.5,4.4,21.91,0.13629166666666667
2023-02-28,25.0,10.8,0.8,4.7,23.95,0.17354166666666668
2023-03-01,25.1,10.3,0.3,5.22,25.7,0.21662499999999998
2023-03-02,25.5,11.9,0.1,5.58,27.04,0.19599999999999998
2023-03-03,26.0,13.6,1.1,5.13,24.9,0.18370833333333333
2023-03-04,25.1,12.3,0.2,5.11,25.84,0.177625
2023-03-05,24.8,11.2,0.4,5.41,25.97,0.16483333333333336
2023-03-06,26.9,10.4,0.0,5.09,23.37,0.15266666666666664
2023-03-07,26.6,10.1,0.0,5.62,26.02,0.14025
2023-03-08,27.5,11.2,0.0,5.83,26.17,0.13041666666666665
2023-03-09,27.2,12.5,0.0,5.87,26.38,0.123125
2023-03-10,26.5,12.9,0.1,5.72,26.43,0.12183333333333334
2023-03-11,26.0,13.2,0.2,5.7,26.05,0.11895833333333333
2023-03-12,26.0,13.4,0.0,5.42,25.51,0.11716666666666666
2023-03-13,26.0,15.2,0.7,5.4,25.19,0.11729166666666667
2023-03-14,25.1,15.8,2.0,4.82,23.11,0.12354166666666666
2023-03-15,24.9,15.4,1.6,4.47,21.65,0.14104166666666665
2023-03-16,22.8,13.6,9.1,3.47,18.75,0.19141666666666668
2023-03-17,22.9,12.7,1.6,4.23,21.91,0.17345833333333335
2023-03-18,25.4,13.1,0.1,5.14,26.06,0.17104166666666668
2023-03-19,24.2,14.1,0.7,4.79,23.73,0.15854166666666666
2023-03-20,24.4,13.2,7.7,3.95,20.43,0.16058333333333333
2023-03-21,24.8,14.1,9.4,2.55,12.85,0.269375
2023-03-22,24.0,13.1,11.9,4.06,21.79,0.28250000000000003
2023-03-23,24.2,13.8,5.8,4.28,23.21,0.2966666666666667
2023-03-24,24.3,13.4,0.5,4.77,26.05,0.2710416666666667
2023-03-25,23.3,14.4,5.8,3.05,15.88,0.26925
2023-03-26,22.2,12.4,4.8,2.91,15.36,0.33879166666666666
2023-03-27,24.4,11.2,3.7,4.47,23.88,0.31979166666666664
2023-03-28,23.5,11.5,3.9,3.85,20.97,0.3124166666666667
2023-03-29,23.0,14.4,3.2,4.24,22.8,0.33804166666666663
2023-03-30,23.5,13.1,2.3,4.57,24.92,0.30083333333333334
2023-03-31,22.1,13.8,7.8,4.08,22.42,0.319625
2023-04-01,24.1,11.2,5.1,4.18,22.73,0.33545833333333336
2023-04-02,23.9,13.6,3.9,4.56,24.72,0.31595833333333334
2023-04-03,24.4,14.6,8.5,3.86,20.49,0.29362499999999997
2023-04-04,21.4,14.5,6.7,2.86,15.89,0.3481666666666667
2023-04-05,21.5,13.7,4.8,3.57,19.76,0.3285416666666667
2023-04-06,22.2,12.1,2.4,3.56,19.59,0.355375
2023-04-07,22.1,12.9,2.9,3.94,21.9,0.35233333333333333
2023-04-08,20.5,13.9,5.8,2.86,16.86,0.3702083333333333
2023-04-09,22.5,14.4,2.9,3.75,20.59,0.35799999999999993
2023-04-10,23.4,12.5,4.1,4.32,23.41,0.343625
2023-04-11,21.9,14.3,27.6,3.09,17.74,0.39329166666666665
2023-04-12,20.8,13.0,4.2,3.33,18.98,0.38479166666666664
2023-04-13,20.3,13.9,1.2,2.46,13.56,0.38408333333333333
2023-04-14,21.5,13.1,4.3,3.22,18.92,0.3762083333333333
2023-04-15,22.5,11.9,2.4,3.93,22.08,0.3617083333333333
2023-04-16,22.1,15.1,3.1,3.84,21.73,0.35237499999999994
2023-04-17,21.9,14.4,4.7,3.07,16.75,0.3572916666666666
2023-04-18,21.8,14.8,4.2,3.74,21.37,0.3599583333333333
2023-04-19,23.1,14.1,1.7,3.85,21.61,0.34004166666666663
2023-04-20,23.4,12.8,3.1,4.34,24.48,0.32516666666666666
2023-04-21,23.9,15.0,0.5,4.35,23.53,0.313125
2023-04-22,22.5,15.0,8.7,2.43,13.26,0.3253333333333333
2023-04-23,21.7,14.1,3.5,3.28,17.52,0.32779166666666665
2023-04-24,24.4,12.1,20.0,3.59,19.43,0.37525000000000003
2023-04-25,22.0,14.3,20.3,3.25,18.71,0.41712499999999997
2023-04-26,22.2,13.1,8.8,3.15,17.12,0.40575
2023-04-27,23.1,11.7,2.8,4.27,24.0,0.3900416666666667
2023-04-28,21.6,14.1,6.2,3.3,19.75,0.3850833333333334
2023-04-29,21.5,14.6,4.5,3.47,19.8,0.38729166666666665
2023-04-30,20.5,13.7,11.5,2.37,13.36,0.4009583333333333
2023-05-01,20.4,14.3,6.6,2.04,10.62,0.41120833333333334
2023-05-02,23.0,10.8,6.6,3.67,20.2,0.39999999999999997
2023-05-03,20.5,14.6,15.8,2.35,13.37,0.4171666666666667
2023-05-04,22.2,15.1,3.7,3.79,21.08,0.40025
2023-05-05,22.0,14.8,8.2,3.46,19.75,0.4053333333333333
2023-05-06,22.6,13.9,2.8,3.92,22.26,0.3910833333333334
2023-05-07,21.6,14.6,3.7,3.5,20.17,0.3855
2023-05-08,21.7,14.6,2.7,3.48,19.97,0.38045833333333334
2023-05-09,21.4,14.4,4.1,3.49,20.85,0.384875
2023-05-10,21.0,14.2,13.2,3.36,20.03,0.404375
2023-05-11,21.3,14.1,3.0,3.52,20.87,0.3872083333333334
2023-05-12,22.9,13.8,0.8,4.34,24.77,0.37399999999999994
2023-05-13,22.0,12.5,0.8,3.85,22.16,0.3491666666666667
2023-05-14,22.2,15.4,1.3,3.78,21.4,0.345875
2023-05-15,22.0,14.5,0.7,3.88,22.26,0.34158333333333335
2023-05-16,22.0,15.2,2.1,3.8,22.04,0.34824999999999995
2023-05-17,21.4,14.4,1.3,3.42,19.92,0.34004166666666663
2023-05-18,21.9,14.3,1.3,3.47,20.03,0.34079166666666666
2023-05-19,22.4,15.1,0.9,3.8,21.66,0.3322083333333334
2023-05-20,23.0,11.4,0.1,4.41,24.88,0.32033333333333336
2023-05-21,23.0,11.3,0.3,4.39,24.87,0.30524999999999997
2023-05-22,22.8,13.8,0.3,4.14,23.25,0.295875
2023-05-23,22.1,14.6,1.3,3.49,19.63,0.304125
2023-05-24,21.8,15.0,3.2,3.31,18.98,0.3165833333333333
2023-05-25,22.8,14.3,0.7,3.97,22.39,0.31345833333333334
2023-05-26,19.9,13.6,4.6,2.66,15.49,0.3292916666666667
2023-05-27,20.2,13.6,4.0,3.09,18.1,0.3385833333333333
2023-05-28,21.1,13.4,3.0,3.69,21.57,0.351875
2023-05-29,20.1,14.2,8.6,2.96,18.46,0.38562500000000005
2023-05-30,21.2,13.9,5.4,3.44,20.01,0.37795833333333334
2023-05-31,20.4,11.6,2.3,3.3,19.38,0.36224999999999996
2023-06-01,21.3,13.9,3.0,3.58,20.69,0.3685833333333333
2023-06-02,21.0,14.4,3.3,3.16,19.53,0.36533333333333334
2023-06-03,20.9,14.1,4.1,3.34,20.51,0.36966666666666664
2023-06-04,21.0,13.9,4.1,3.21,18.79,0.37762500000000004
2023-06-05,21.6,13.3,0.7,3.92,22.72,0.3542083333333333
2023-06-06,20.8,13.9,1.7,2.88,17.27,0.3401666666666667
2023-06-07,21.8,13.2,0.5,4.11,23.97,0.332125
2023-06-08,22.2,10.1,0.0,4.28,24.27,0.31295833333333334
2023-06-09,20.9,13.3,2.5,3.53,20.74,0.30775
2023-06-10,22.0,10.8,2.8,3.93,22.72,0.302375
2023-06-11,21.5,11.8,4.4,3.59,20.93,0.31720833333333337
2023-06-12,22.6,12.3,1.4,3.72,20.47,0.31516666666666665
2023-06-13,22.3,10.8,0.3,3.69,21.35,0.29983333333333334
2023-06-14,23.2,11.8,1.4,3.85,21.49,0.2936666666666667
2023-06-15,21.3,12.6,1.2,3.19,18.14,0.29175
2023-06-16,22.5,11.9,0.5,3.23,17.98,0.2997916666666666
2023-06-17,20.4,13.8,3.9,2.99,17.78,0.314625
2023-06-18,19.5,12.6,3.3,2.79,16.42,0.34125
2023-06-19,21.9,12.1,0.0,3.83,22.31,0.32779166666666665
2023-06-20,22.8,12.8,0.6,3.91,21.83,0.3104166666666667
2023-06-21,21.5,13.6,1.7,3.03,17.77,0.3032916666666667
2023-06-22,20.5,12.5,3.2,3.07,18.04,0.32216666666666666
2023-06-23,20.8,12.4,4.8,3.37,19.61,0.3365833333333334
2023-06-24,20.9,13.2,2.6,3.08,17.23,0.34025
2023-06-25,21.9,11.8,1.3,3.87,21.97,0.3304166666666667
2023-06-26,20.6,12.2,0.5,3.41,20.06,0.315625
2023-06-27,20.0,13.2,1.1,2.85,16.44,0.311375
2023-06-28,21.2,12.6,1.7,3.59,20.94,0.3089166666666667
2023-06-29,21.5,13.4,1.8,3.41,19.64,0.30224999999999996
2023-06-30,19.1,13.6,4.0,2.22,12.95,0.32433333333333336
2023-07-01,20.1,12.6,1.3,2.73,15.48,0.3282083333333334
2023-07-02,18.5,13.0,4.5,2.32,14.27,0.35070833333333334
2023-07-03,19.1,12.4,3.3,2.77,16.74,0.35945833333333327
2023-07-04,18.0,12.7,3.9,2.32,14.0,0.35624999999999996
2023-07-05,20.5,11.4,0.1,3.48,20.95,0.33875000000000005
2023-07-06,18.4,11.4,1.2,2.48,14.7,0.32937500000000003
2023-07-07,17.1,12.2,5.0,1.81,11.03,0.35375
2023-07-08,18.0,11.8,4.8,2.45,14.44,0.3780833333333333
2023-07-09,21.6,11.9,0.5,3.79,21.71,0.35354166666666664
2023-07-10,21.5,9.0,0.0,4.1,23.9,0.32779166666666665
2023-07-11,22.0,9.6,0.0,4.19,24.43,0.3067083333333333
2023-07-12,20.3,12.8,0.6,3.33,18.54,0.29591666666666666
2023-07-13,19.5,12.7,1.9,2.92,16.75,0.3007083333333333
2023-07-14,20.0,12.6,1.8,3.29,18.72,0.3070833333333333
2023-07-15,20.5,10.7,0.2,3.73,21.47,0.2975833333333333
2023-07-16,20.0,11.0,0.0,3.36,19.9,0.289
2023-07-17,19.2,11.7,0.4,2.93,17.54,0.2877083333333333
2023-07-18,20.5,11.2,0.9,3.61,21.57,0.2890833333333333
2023-07-19,22.1,10.5,0.0,4.04,23.52,0.28458333333333335
2023-07-20,22.9,11.4,0.1,3.94,22.57,0.27870833333333334
2023-07-21,21.8,10.4,0.0,4.09,23.14,0.2680416666666667
2023-07-22,20.6,12.6,0.0,3.56,19.75,0.26258333333333334
2023-07-23,20.2,12.1,1.2,3.25,18.2,0.2644166666666667
2023-07-24,21.4,12.4,0.8,3.48,19.84,0.27445833333333336
2023-07-25,20.1,12.1,0.5,3.07,17.59,0.2697083333333334
2023-07-26,18.6,11.4,2.5,2.14,12.46,0.28495833333333337
2023-07-27,20.4,10.6,0.3,3.33,19.52,0.295
2023-07-28,18.3,12.5,3.7,2.3,13.31,0.30616666666666664
2023-07-29,20.5,12.3,0.5,3.47,20.87,0.3065
2023-07-30,22.9,12.9,1.5,4.05,23.31,0.29483333333333334
2023-07-31,22.1,13.2,4.3,3.27,18.64,0.29291666666666666
2023-08-01,18.4,12.8,1.4,1.89,10.66,0.2919583333333333
2023-08-02,18.1,12.6,7.4,2.08,12.55,0.33725
2023-08-03,18.4,13.1,5.4,2.41,14.93,0.354875
2023-08-04,19.0,12.5,3.0,2.72,17.17,0.3581666666666667
2023-08-05,18.9,11.9,1.5,2.53,14.01,0.3539999999999999
2023-08-06,18.6,11.9,2.7,2.29,13.31,0.35274999999999995
2023-08-07,20.1,11.6,0.7,3.77,22.23,0.33958333333333335
2023-08-08,20.0,10.4,0.4,3.72,22.25,0.32054166666666667
2023-08-09,18.9,11.4,0.7,2.8,16.56,0.31475000000000003
2023-08-10,18.2,13.1,2.5,2.48,14.81,0.322875
2023-08-11,19.8,12.3,0.6,3.02,17.79,0.3122916666666667
2023-08-12,19.0,12.3,2.1,3.17,19.33,0.3065833333333333
2023-08-13,20.5,12.3,1.3,3.41,19.84,0.30204166666666665
2023-08-14,21.6,12.1,0.1,4.06,22.69,0.2927083333333333
2023-08-15,22.6,12.1,0.3,4.3,23.26,0.2730416666666667
2023-08-16,21.9,12.8,1.2,3.86,22.06,0.26945833333333336
2023-08-17,21.6,13.6,2.2,3.66,20.52,0.27729166666666666
2023-08-18,21.3,13.1,2.1,3.9,22.17,0.2831666666666666
2023-08-19,22.1,10.2,0.1,4.7,25.94,0.27320833333333333
2023-08-20,22.9,10.1,0.0,4.81,25.44,0.25275
2023-08-21,22.9,8.9,0.0,4.7,24.86,0.23379166666666665
2023-08-22,22.2,12.6,0.1,4.19,23.04,0.22125000000000003
2023-08-23,23.0,12.4,0.1,4.63,24.35,0.20825000000000002
2023-08-24,22.0,12.6,0.5,4.05,22.94,0.20575
2023-08-25,23.0,9.2,0.0,4.75,25.86,0.194375
2023-08-26,23.5,13.4,0.5,4.82,25.17,0.19033333333333333
2023-08-27,24.1,14.1,0.2,4.87,24.42,0.18908333333333335
2023-08-28,22.2,13.4,1.1,4.04,22.15,0.200375
2023-08-29,22.1,12.9,4.2,3.9,21.88,0.226375
2023-08-30,21.5,13.4,3.4,3.73,21.97,0.248625
2023-08-31,21.6,13.4,2.3,3.73,21.01,0.2788333333333333
2023-09-01,22.0,13.3,1.1,4.0,22.25,0.29233333333333333
2023-09-02,23.0,13.9,1.4,4.3,23.59,0.3007916666666666
2023-09-03,22.9,13.3,0.8,4.8,25.94,0.27616666666666667
2023-09-04,23.0,11.6,0.1,4.75,25.95,0.24941666666666665
2023-09-05,23.6,13.8,0.9,4.58,24.88,0.235125
2023-09-06,25.7,11.2,1.0,4.56,24.27,0.255625
2023-09-07,24.0,11.2,5.2,4.42,23.99,0.2846666666666667
2023-09-08,22.5,13.7,1.5,3.71,20.79,0.28091666666666665
2023-09-09,20.8,14.1,2.0,2.85,16.21,0.3212916666666667
2023-09-10,22.5,13.5,0.8,4.45,25.15,0.30945833333333334
2023-09-11,22.9,14.8,1.4,4.47,24.74,0.29079166666666667
2023-09-12,24.5,12.4,0.4,4.87,26.19,0.26158333333333333
2023-09-13,22.5,14.3,2.7,4.17,23.23,0.24329166666666666
2023-09-14,22.9,13.4,5.0,4.26,23.66,0.26816666666666666
2023-09-15,21.5,13.6,2.2,3.74,21.06,0.251125
2023-09-16,23.5,13.1,1.0,4.55,24.87,0.242375
2023-09-17,24.2,13.6,0.7,4.77,25.05,0.22583333333333333
2023-09-18,24.1,13.7,0.0,4.57,24.2,0.206875
2023-09-19,24.0,13.6,7.9,4.62,25.23,0.22383333333333333
2023-09-20,24.6,14.1,3.9,4.46,23.57,0.227625
2023-09-21,25.4,13.9,0.8,4.98,25.92,0.2293333333333333
2023-09-22,22.9,13.9,2.8,4.36,23.34,0.22691666666666666
2023-09-23,24.0,14.1,0.4,4.98,25.99,0.21816666666666665
2023-09-24,23.1,13.9,2.6,4.34,23.3,0.22108333333333333
2023-09-25,23.9,13.6,1.0,4.87,25.97,0.20654166666666665
2023-09-26,24.3,12.7,5.9,4.83,26.07,0.2285
2023-09-27,23.4,14.3,2.4,4.39,23.98,0.2532083333333333
2023-09-28,22.8,13.4,0.2,4.4,23.97,0.2539166666666667
2023-09-29,23.7,13.9,1.0,5.05,26.96,0.2512083333333333
2023-09-30,23.5,14.7,9.3,3.98,21.46,0.2710416666666667
2023-10-01,23.1,14.2,2.6,4.5,24.27,0.2459583333333333
2023-10-02,25.4,11.4,0.7,5.26,26.66,0.22520833333333334
2023-10-03,23.6,14.0,0.8,5.18,26.58,0.205875
2023-10-04,17.5,13.8,5.1,1.92,11.06,0.21820833333333334
2023-10-05,21.5,13.6,3.8,3.15,18.12,0.24975
2023-10-06,23.4,14.3,1.7,4.45,23.95,0.25004166666666666
2023-10-07,23.5,14.2,3.0,4.26,22.22,0.263125
2023-10-08,25.5,10.4,0.7,4.95,25.33,0.24445833333333333
2023-10-09,26.0,11.1,0.1,5.1,25.57,0.21833333333333335
2023-10-10,24.5,15.6,4.4,4.31,21.58,0.2040833333333333
2023-10-11,23.5,14.2,0.1,4.39,22.92,0.2628333333333333
2023-10-12,24.6,12.1,10.1,4.23,21.57,0.29183333333333333
2023-10-13,24.5,11.9,0.1,4.41,22.04,0.2574166666666667
2023-10-14,26.3,14.4,0.3,5.22,26.18,0.23095833333333335
2023-10-15,24.7,13.9,0.2,4.67,23.5,0.21691666666666665
2023-10-16,23.0,14.8,3.9,3.68,20.13,0.21912500000000001
2023-10-17,24.6,12.6,13.3,3.99,21.28,0.237625
2023-10-18,23.2,14.8,2.6,3.93,21.27,0.23316666666666666
2023-10-19,22.3,14.1,9.4,3.09,17.51,0.286875
2023-10-20,23.6,14.6,1.0,4.57,24.88,0.27991666666666665
2023-10-21,22.1,13.6,2.2,3.57,19.59,0.26445833333333335
2023-10-22,23.5,14.8,1.6,4.1,21.74,0.252875
2023-10-23,24.7,15.2,0.3,4.94,26.21,0.22783333333333333
2023-10-24,25.2,14.1,3.4,4.81,24.47,0.22166666666666668
